TOMO 03 — BESTIARIO, NPC Y COMPAÑEROS

Fuente operativa de enemigos, criaturas, NPC, compañeros y amenazas.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance final de amenazas

### Prueba matemática de mesa
Antes de cambiar una ficha, probarla contra tres armas de su etapa: una débil, una estándar y una fuerte. Si la amenaza muere antes o después de la duración ideal, marcar la ficha para balance en vez de corregirla de forma destructiva.

| Resultado de prueba | Acción editorial |
|---|---|
| muere demasiado rápido | revisar PV, defensa, cantidad o cobertura |
| dura demasiado | revisar PV, DR/ER/RR, debilidad o daño mínimo |
| no amenaza al grupo | revisar daño, táctica o número |
| elimina al grupo sin margen | revisar daño, AP, cantidad o telegráfico narrativo |

### Escalado por jugadores
1 jugador usa el mínimo de enemigos. 2 jugadores usan cantidad base. 3 jugadores agregan menores o cobertura. 4 jugadores agregan oleadas, líder o presión de objetivo. No duplicar jefes salvo escena final.

TOMO 03 — BESTIARIO: BALANCE Y ESCALADO DE COMBATE

1. DURACION ESPERADA POR AMENAZA
| Amenaza | Rol | Duracion ideal |
|---:|---|---|
| 1-2 | plaga, fauna menor, enemigo ambiental | 1-2 turnos |
| 3-4 | saqueador, robot basico, criatura comun | 2-3 turnos |
| 5-6 | enemigo tactico, supermutante, synth fuerte | 3-5 turnos |
| 7-8 | elite, jefe menor, criatura apex local | 5-7 turnos |
| 9-10 | jefe de escena o amenaza final | escena completa |

2. LECTURA DE AP EN ENEMIGOS
AP en fichas de enemigo significa Puntos de Accion tacticos del enemigo. Si una mesa quiere simplificar:
- AP bajo: 1 accion + movimiento corto.
- AP medio: 1 accion + movimiento normal + reaccion simple.
- AP alto: 2 acciones o accion fuerte + movimiento.

3. ESCALADO POR NUMERO DE JUGADORES
- No duplicar elites automaticamente.
- Primero aumentar enemigos menores.
- Segundo agregar cobertura, alarma o refuerzo.
- Tercero mejorar posicion tactica.
- Solo aumentar PV si la escena debe ser jefe o amenaza final.

4. MARCAS DE BALANCE
Si una ficha no cumple duracion esperada, no se modifica de inmediato. Se marca:
REQUIERE_BALANCE_PV, REQUIERE_BALANCE_DANO, REQUIERE_BALANCE_DEFENSA o REQUIERE_BALANCE_AMENAZA.


Resultado de auditoría:
- No se modifican PV, AP, DR, ER, RR, daño ni amenaza existentes.
- Cualquier cambio numérico futuro debe pasar por prueba de 3 rondas: inicio, medio y alto.
- Enemigos con PV alto y amenaza baja quedan marcados para revisión contextual: pueden ser pasivos, ambientales o resistentes pero poco letales.
- Enemigos con daño alto y AP alto deben revisarse contra armaduras del Tomo 05 para evitar muerte súbita.
- Regla de seguridad: ningún enemigo normal debería requerir más de 6-8 impactos medios salvo jefe, criatura apex, servoarmadura, robot pesado o escena final.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
  - Habilidad ampliada 2: patrulla. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Granada de pulso. Efecto táctico cuantificable: aumenta eficacia contra robots/servoarmaduras y puede romper ventaja tecnológica.
  - Debilidad ampliada 2: hackeo. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Construction Protectron
  Categoría: Robot construccion
  Descripción mejorada: Protectron de obra con programacion de construccion. En términos de juego, destaca por PV 360, defensa física 85, defensa energética 70 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 360
    AP: 40
    DR: 85
    ER: 70
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 3/10
    SIGILO_DETECCION_NUMERICA: 0/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 1/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 35 por impacto o acción.
- Daño a distancia 1: Laser 45 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis Protectron construccion.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Modo construccion. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: melee mas fuerte. Efecto medible: ataque cuerpo a cuerpo; daño referencial: 35; puede tambalear o cerrar distancia.
  Debilidades separadas:
  - Debilidad 1: Pulso.
  - Debilidad 2: hackeo.
  Ambiente frecuente: Obras, fabricas

Descripción narrativa extendida:
Construction Protectron es una reliquia funcional de la automatización prebélica o una máquina reprogramada por
facciones posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir
servomotores, luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de
ficha, su lectura mecánica parte de PV 360, DR 85, ER 70 y RR 0. Categoría: Robot construccion. Origen: Base.
Imagen de referencia sugerida:
  - Construction Protectron: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Modo construccion. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: melee mas fuerte. Efecto cuantificable: ataque físico con daño referencial 35; si conecta tras carga aumenta presión táctica 20%-40%. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Pulso. Efecto táctico cuantificable: aumenta eficacia contra robots/servoarmaduras y puede romper ventaja tecnológica.
  - Debilidad ampliada 2: hackeo. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Subway Steward Protectron
  Categoría: Robot metro
  Descripción mejorada: Protectron de estacion de metro. En términos de juego, destaca por PV 340, defensa física 75, defensa energética 75 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 340
    AP: 40
    DR: 75
    ER: 75
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 3/10
    SIGILO_DETECCION_NUMERICA: 0/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 1/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 30 por impacto o acción.
- Daño a distancia 1: Laser 45 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis Protectron metro.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Modo administrador de metro. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Pulso.
  - Debilidad 2: hackeo.
  Ambiente frecuente: Metro de Boston

Descripción narrativa extendida:
Subway Steward Protectron es una reliquia funcional de la automatización prebélica o una máquina reprogramada por
facciones posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir
servomotores, luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de
ficha, su lectura mecánica parte de PV 340, DR 75, ER 75 y RR 0. Categoría: Robot metro. Origen: Base.
Imagen de referencia sugerida:
  - Subway Steward Protectron: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Modo administrador de metro. Efecto cuantificable: aplica 5-40 RAD/s o daño radiactivo por impacto; reduce salud máxima si no se gestiona. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Pulso. Efecto táctico cuantificable: aumenta eficacia contra robots/servoarmaduras y puede romper ventaja tecnológica.
  - Debilidad ampliada 2: hackeo. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Supervisor Brown
  Categoría: Robot unico
  Descripción mejorada: Supervisor robot de Graygarden. En términos de juego, destaca por PV 400, defensa física 90, defensa energética 100 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 400
    AP: 50
    DR: 90
    ER: 100
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 1.4/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 30 por impacto o acción.
- Daño a distancia 1: Laser/ref 60 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis Mr Handy/robot agricola.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Administracion agricola. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: dialogo. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: No hostil normalmente.
  Ambiente frecuente: Graygarden

Descripción narrativa extendida:
Supervisor Brown es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir servomotores,
luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de ficha, su lectura
mecánica parte de PV 400, DR 90, ER 100 y RR 0. Categoría: Robot unico. Origen: Base.
Imagen de referencia sugerida:
  - Supervisor Brown: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Administracion agricola. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: dialogo. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: No hostil normalmente. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Supervisor Greene
  Categoría: Robot unico
  Descripción mejorada: Supervisor comerciante de Graygarden. En términos de juego, destaca por PV 400, defensa física 90, defensa energética 100 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 400
    AP: 50
    DR: 90
    ER: 100
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 1.4/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 30 por impacto o acción.
- Daño a distancia 1: Laser/ref 60 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis robot agricola.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Comercio. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: agricultura. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: No hostil normalmente.
  Ambiente frecuente: Graygarden

Descripción narrativa extendida:
Supervisor Greene es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir servomotores,
luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de ficha, su lectura
mecánica parte de PV 400, DR 90, ER 100 y RR 0. Categoría: Robot unico. Origen: Base.
Imagen de referencia sugerida:
  - Supervisor Greene: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Comercio. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: agricultura. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: No hostil normalmente. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Supervisor White
  Categoría: Robot unico
  Descripción mejorada: Supervisora principal de Graygarden. En términos de juego, destaca por PV 420, defensa física 90, defensa energética 110 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 420
    AP: 50
    DR: 90
    ER: 110
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 1.4/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 30 por impacto o acción.
- Daño a distancia 1: Laser/ref 60 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis robot agricola.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Administracion. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: misión Aguas turbulentas. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: No hostil normalmente.
  Ambiente frecuente: Graygarden

Descripción narrativa extendida:
Supervisor White es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir servomotores,
luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de ficha, su lectura
mecánica parte de PV 420, DR 90, ER 110 y RR 0. Categoría: Robot unico. Origen: Base.
Imagen de referencia sugerida:
  - Supervisor White: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Administracion. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: misión Aguas turbulentas. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: No hostil normalmente. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Codsworth
  Categoría: Robot companero
  Descripción mejorada: Mr. Handy domestico del protagonista. En términos de juego, destaca por PV 500-1400, defensa física 80-180, defensa energética 120-260 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 500-1400
    AP: 0
    DR: 80-180
    ER: 120-260
    RR: 0
    RESISTENCIA_FUEGO: 80
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 7/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 2.6/10
      AMENAZA_NIVEL: Medio
  Daños separados:
- Daño cuerpo a cuerpo 1: Sierra 80-180 por impacto o acción.
- Daño a distancia 1: Flamer/laser segun mods por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Arma equipada: Sierra/flamer/laser.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Companero. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: humor. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 3: combate robótico. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Aliado.
  Ambiente frecuente: Sanctuary

Descripción narrativa extendida:
Codsworth es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir servomotores,
luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de ficha, su lectura
mecánica parte de PV 500-1400, DR 80-180, ER 120-260 y RR 0. Categoría: Robot companero. Origen: Base.
Imagen de referencia sugerida:
  - Codsworth: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Companero. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: humor. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 3: combate robótico. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Aliado. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Curie robot
  Categoría: Robot companera
  Descripción mejorada: Miss Nanny cientifica antes de su cambio posible a cuerpo synth. En términos de juego, destaca por PV 450-1000, defensa física 70-160, defensa energética 120-240 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 450-1000
    AP: 0
    DR: 70-160
    ER: 120-240
    RR: 0
    RESISTENCIA_FUEGO: 80
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 7/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 2.3/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: Sierra/ref 60 por impacto o acción.
- Daño a distancia 1: Laser/ref 100 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis Miss Nanny.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Medicina. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: ciencia. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 3: companion. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Aliada.
  Ambiente frecuente: Vault 81

Descripción narrativa extendida:
Curie robot es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
posteriores. No siente miedo, dolor ni radiación; ejecuta protocolos. En escena conviene describir servomotores,
luces de sensor, voz sintética, calor de armas y rutinas de seguridad activándose. En términos de ficha, su lectura
mecánica parte de PV 450-1000, DR 70-160, ER 120-240 y RR 0. Categoría: Robot companera. Origen: Base.
Imagen de referencia sugerida:
  - Curie robot: referencia visual sugerida, instalación prebélica con luces de emergencia y paneles dañados, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Medicina. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: ciencia. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 3: companion. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Aliada. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Miss Nanny
  Categoría: Robot domestico
  Descripción mejorada: Robot asistente tipo niñera o enfermera. En términos de juego, destaca por PV 350-800, defensa física 70-160, defensa energética 120-240 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 350-800
    AP: 60
    DR: 70-160
    ER: 120-240
    RR: 0
    RESISTENCIA_FUEGO: 50
    RESISTENCIA_VENENO: 100
    RESISTENCIA_FRIO: 100
    RESISTENCIA_EXPLOSIVO: 100
    VELOCIDAD_NUMERICA: 7/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 3/10
      SPECIAL_CALCULADO: S 8 / P 7 / E 8 / C 1 / I 4 / A 3 / L 2
      AMENAZA_VALOR: 2.2/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: Sierra 50 por impacto o acción.
- Daño a distancia 1: Laser/flamer 90 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Armadura/estructura: Chasis Miss Nanny.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Flota. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: soporte. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 3: armas integradas. Efecto medible: ataque a distancia; daño referencial por impacto/ráfaga: Laser/flamer 90.
  Debilidades separadas:
  - Debilidad 1: Pulso.
  - Debilidad 2: hackeo.
  Ambiente frecuente: Vaults, hogares, clinicas

Descripción narrativa extendida:
Miss Nanny es una reliquia funcional de la automatización prebélica o una máquina reprogramada por facciones
